Vehicle_ID,Frame_ID,Local_X_RT,Local_Y_RT,Local_X_RB,Local_Y_RB,Local_X_LB,Local_Y_LB,Local_X_LT,Local_Y_LT,Local_X,Local_Y,V_Class,V_Direction,Speed_X,Speed_Y,V_Length,V_Width,V_Heading,Lane_ID,Event_Index,Vehicle_ID_Event,Start_Frame,End_Frame,Lane_Change_Frame,From_Lane,To_Lane,Lane_Path,Window_Start_Frame,Window_End_Frame,Time_Offset
1477,11550,624,379,624,358,570,358,570,379,596.61,368.39,1,1,20.214,-0.21429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-5.0
1477,11551,644,379,644,357,590,357,590,380,616.82,368.18,1,1,20.25,-0.17857,4.9,2.1,-0.53046,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.9
1477,11552,664,379,664,357,610,357,609,379,637.07,368.0,1,1,20.214,-0.035714,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.8
1477,11553,684,379,684,357,630,357,630,379,657.29,367.96,1,1,20.214,-0.14286,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.7
1477,11554,704,379,704,357,651,356,651,378,677.5,367.82,1,1,20.25,-0.14286,4.9,2.1,1.0809,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.6
1477,11555,725,379,724,356,671,357,671,379,697.75,367.68,1,1,20.393,-0.14286,4.9,2.1,-0.54046,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.5
1477,11556,745,379,745,356,691,357,691,379,718.14,367.54,1,1,20.357,-0.21429,4.9,2.1,-0.53046,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.4
1477,11557,765,378,765,356,712,357,712,379,738.5,367.32,1,1,20.357,-0.071429,4.9,2.1,-1.0809,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.3
1477,11558,785,378,785,356,732,356,733,379,758.86,367.25,1,1,20.321,-0.21429,4.9,2.1,-0.55085,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.2
1477,11559,806,378,806,356,753,356,753,378,779.18,367.04,1,1,20.393,-0.25,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.1
1477,11560,827,378,827,355,772,355,772,378,799.57,366.79,1,1,20.5,-0.21429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-4.0
1477,11561,847,378,847,356,793,356,793,378,820.07,366.57,1,1,20.536,-0.17857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.9
1477,11562,867,378,867,355,813,355,813,377,840.61,366.39,1,1,20.571,-0.21429,4.9,2.1,0.53046,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.8
1477,11563,888,377,887,355,834,355,834,377,861.18,366.18,1,1,20.571,-0.14286,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.7
1477,11564,909,377,909,355,855,355,855,377,881.75,366.04,1,1,20.571,-0.28571,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.6
1477,11565,929,377,929,355,876,355,876,377,902.32,365.75,1,1,20.643,-0.17857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.5
1477,11566,950,377,950,354,897,354,897,377,922.96,365.57,1,1,20.607,-0.21429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.4
1477,11567,970,377,970,354,917,354,917,377,943.57,365.36,1,1,20.643,-0.25,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.3
1477,11568,991,376,991,354,937,354,937,376,964.21,365.11,1,1,20.643,-0.28571,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.2
1477,11569,1011,376,1011,354,958,354,958,376,984.86,364.82,1,1,20.643,-0.21429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.1
1477,11570,1032,376,1032,353,978,353,978,376,1005.5,364.61,1,1,20.714,-0.28571,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-3.0
1477,11571,1053,375,1053,353,1000,354,1000,375,1026.2,364.32,1,1,20.714,-0.35714,4.9,2.1,-0.54046,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.9
1477,11572,1074,375,1074,353,1020,353,1020,375,1046.9,363.96,1,1,20.786,-0.35714,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.8
1477,11573,1095,375,1095,353,1041,353,1041,375,1067.7,363.61,1,1,20.786,-0.42857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.7
1477,11574,1115,375,1115,352,1062,352,1062,375,1088.5,363.18,1,1,20.714,-0.46429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.6
1477,11575,1135,374,1135,351,1083,351,1083,374,1109.2,362.71,1,1,20.786,-0.53571,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.5
1477,11576,1157,373,1157,351,1103,352,1103,374,1130.0,362.18,1,1,20.607,-0.60714,4.9,2.1,-1.0609,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.4
1477,11577,1176,372,1176,351,1125,351,1125,372,1150.6,361.57,1,1,20.857,-0.64286,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.3
1477,11578,1197,371,1197,350,1146,351,1146,372,1171.5,360.93,1,1,20.857,-0.5,4.9,2.1,-1.1233,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.2
1477,11579,1218,370,1218,349,1167,351,1167,371,1192.3,360.43,1,1,20.714,-0.57143,4.9,2.1,-1.6845,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.1
1477,11580,1239,370,1239,348,1185,350,1186,371,1213.0,359.86,1,1,20.786,-0.5,4.9,2.1,-1.601,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-2.0
1477,11581,1260,369,1260,348,1209,349,1209,370,1233.8,359.36,1,1,20.607,-0.5,4.9,2.1,-1.1233,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.9
1477,11582,1281,370,1281,348,1229,348,1229,370,1254.4,358.86,1,1,20.607,-0.46429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.8
1477,11583,1301,369,1301,348,1249,348,1249,369,1275.0,358.39,1,1,20.786,-0.60714,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.7
1477,11584,1322,369,1322,347,1270,347,1270,369,1295.8,357.79,1,1,20.429,-0.67857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.6
1477,11585,1342,368,1341,347,1290,347,1290,368,1316.2,357.11,1,1,20.357,-0.67857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.5
1477,11586,1362,367,1362,347,1311,347,1312,367,1336.6,356.43,1,1,20.571,-0.71429,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.4
1477,11587,1383,365,1382,345,1333,346,1333,366,1357.2,355.71,1,1,20.357,-0.64286,4.9,2.1,-1.1575,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.3
1477,11588,1403,364,1403,344,1352,344,1352,365,1377.5,355.07,1,1,20.536,-0.64286,4.9,2.1,-0.56165,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.2
1477,11589,1422,365,1422,344,1373,344,1373,364,1398.1,354.43,1,1,20.464,-0.60714,4.9,2.1,0.58457,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.1
1477,11590,1444,363,1444,343,1394,344,1394,364,1418.5,353.82,1,1,20.464,-0.5,4.9,2.1,-1.1458,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-1.0
1477,11591,1463,364,1463,343,1414,343,1414,364,1439.0,353.32,1,1,20.5,-0.42857,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.9
1477,11592,1484,363,1484,342,1435,343,1435,364,1459.5,352.89,1,1,20.571,-0.53571,4.9,2.1,-1.1691,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.8
1477,11593,1505,363,1505,342,1455,343,1455,363,1480.1,352.36,1,1,20.393,-0.5,4.9,2.1,-0.57288,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.7
1477,11594,1526,362,1526,342,1476,342,1476,362,1500.5,351.86,1,1,20.393,-0.5,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.6
1477,11595,1546,361,1546,341,1496,341,1496,362,1520.9,351.36,1,1,20.357,-0.53571,4.9,2.1,-0.57288,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.5
1477,11596,1567,361,1567,340,1516,340,1516,361,1541.2,350.82,1,1,20.429,-0.64286,4.9,2.1,0.0,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.4
1477,11597,1587,360,1586,339,1537,340,1537,361,1561.6,350.18,1,1,20.357,-0.57143,4.9,2.1,-1.1575,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.3
1477,11598,1606,360,1606,339,1556,340,1557,361,1582.0,349.61,1,1,20.321,-0.57143,4.9,2.1,-1.1575,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.2
1477,11599,1627,360,1627,339,1577,339,1577,359,1602.3,349.04,1,1,20.286,-0.57143,4.9,2.1,0.57288,2,1,1477,11532,11609,11600,2,3,2->3,11550,11650,-0.1
1477,11600,1647,358,1647,338,1599,339,1599,358,1622.6,348.46,1,1,20.25,-0.5,4.9,2.1,-0.59674,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.0
1477,11601,1668,358,1668,338,1619,338,1619,358,1642.9,347.96,1,1,20.286,-0.67857,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.1
1477,11602,1688,357,1688,337,1638,337,1639,358,1663.1,347.29,1,1,20.179,-0.67857,4.9,2.1,-0.58457,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.2
1477,11603,1708,357,1708,336,1659,336,1659,357,1683.3,346.61,1,1,19.786,-0.57143,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.3
1477,11604,1729,357,1729,336,1678,336,1678,357,1703.1,346.04,1,1,19.857,-0.71429,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.4
1477,11605,1748,355,1748,334,1698,336,1699,356,1723.0,345.32,1,1,19.964,-0.60714,4.9,2.1,-1.7299,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.5
1477,11606,1767,354,1767,334,1719,335,1720,355,1742.9,344.71,1,1,19.857,-0.57143,4.9,2.1,-1.2062,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.6
1477,11607,1783,353,1783,335,1740,335,1740,354,1762.8,344.14,1,1,19.679,-0.67857,4.9,2.1,-0.66611,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.7
1477,11608,1808,353,1808,333,1757,333,1757,353,1782.5,343.46,1,1,19.821,-0.64286,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.8
1477,11609,1827,353,1827,333,1779,333,1779,353,1802.3,342.82,1,1,19.857,-0.71429,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,0.9
1477,11610,1846,353,1846,332,1799,332,1799,353,1822.1,342.11,1,1,19.929,-0.67857,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.0
1477,11611,1868,352,1867,331,1815,332,1815,352,1842.1,341.43,1,1,19.714,-0.64286,4.9,2.1,-0.55085,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.1
1477,11612,1886,351,1886,330,1838,331,1838,351,1861.8,340.79,1,1,19.607,-0.75,4.9,2.1,-0.59674,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.2
1477,11613,1906,349,1906,329,1858,330,1859,350,1881.4,340.04,1,1,19.571,-0.71429,4.9,2.1,-1.2062,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.3
1477,11614,1926,349,1925,329,1876,330,1877,350,1901.0,339.32,1,1,19.643,-0.71429,4.9,2.1,-1.1691,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.4
1477,11615,1946,348,1945,328,1895,329,1896,349,1920.6,338.61,1,1,19.286,-0.67857,4.9,2.1,-1.1458,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.5
1477,11616,1964,348,1965,328,1916,327,1916,348,1939.9,337.93,1,1,19.25,-0.53571,4.9,2.1,0.58457,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.6
1477,11617,1984,347,1983,327,1935,328,1936,348,1959.1,337.39,1,1,19.321,-0.64286,4.9,2.1,-1.1935,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.7
1477,11618,2003,346,2003,326,1954,327,1955,348,1978.5,336.75,1,1,19.286,-0.64286,4.9,2.1,-1.7775,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.8
1477,11619,2021,346,2021,326,1973,326,1973,346,1997.7,336.11,1,1,19.107,-0.53571,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,1.9
1477,11620,2042,346,2041,325,1992,326,1993,346,2016.9,335.57,1,1,18.857,-0.71429,4.9,2.1,-0.58457,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.0
1477,11621,2061,345,2060,325,2012,325,2012,345,2035.7,334.86,1,1,19.071,-0.60714,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.1
1477,11622,2080,344,2080,324,2031,324,2031,344,2054.8,334.25,1,1,19.286,-0.67857,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.2
1477,11623,2098,344,2098,324,2050,324,2050,344,2074.1,333.57,1,1,19.107,-0.67857,4.9,2.1,0.0,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.3
1477,11624,2115,342,2115,322,2068,323,2068,343,2093.2,332.89,1,1,18.929,-0.75,4.9,2.1,-1.2189,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.4
1477,11625,2137,342,2136,321,2088,323,2088,344,2112.1,332.14,1,1,18.857,-0.64286,4.9,2.1,-2.3616,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.5
1477,11626,2156,341,2156,321,2108,321,2108,342,2131.0,331.5,1,1,18.929,-0.82143,4.9,2.1,-0.59674,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.6
1477,11627,2175,341,2174,320,2127,321,2127,342,2149.9,330.68,1,1,19.143,-0.64286,4.9,2.1,-1.2062,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.7
1477,11628,2193,339,2193,319,2144,320,2145,341,2169.0,330.04,1,1,18.893,-0.71429,4.9,2.1,-1.7775,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.8
1477,11629,2212,339,2212,319,2163,320,2163,340,2187.9,329.32,1,1,18.679,-0.60714,4.9,2.1,-1.1691,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,2.9
1477,11630,2232,338,2231,317,2181,319,2182,339,2206.6,328.71,1,1,18.536,-0.67857,4.9,2.1,-1.7182,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.0
1477,11631,2251,338,2250,317,2200,318,2201,339,2225.1,328.04,1,1,18.643,-0.60714,4.9,2.1,-1.1458,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.1
1477,11632,2269,337,2268,317,2220,318,2221,338,2243.8,327.43,1,1,18.536,-0.64286,4.9,2.1,-1.1935,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.2
1477,11633,2288,337,2287,316,2238,317,2238,338,2262.3,326.79,1,1,18.393,-0.57143,4.9,2.1,-1.1575,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.3
1477,11634,2306,336,2305,315,2255,317,2256,337,2280.7,326.21,1,1,18.286,-0.67857,4.9,2.1,-1.7182,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.4
1477,11635,2324,335,2324,314,2274,316,2275,337,2299.0,325.54,1,1,18.25,-0.64286,4.9,2.1,-2.314,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.5
1477,11636,2343,335,2342,314,2292,315,2292,336,2317.2,324.89,1,1,18.143,-0.71429,4.9,2.1,-1.1345,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.6
1477,11637,2361,334,2360,313,2310,314,2310,336,2335.4,324.18,1,1,18.071,-0.67857,4.9,2.1,-1.6958,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.7
1477,11638,2379,333,2378,311,2328,314,2329,335,2353.5,323.5,1,1,18.0,-0.64286,4.9,2.1,-2.8621,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.8
1477,11639,2398,333,2397,311,2347,313,2347,335,2371.5,322.86,1,1,17.964,-0.71429,4.9,2.1,-2.2682,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,3.9
1477,11640,2415,332,2415,311,2364,312,2365,333,2389.4,322.14,1,1,17.821,-0.75,4.9,2.1,-1.1345,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.0
1477,11641,2432,331,2431,310,2382,312,2383,333,2407.2,321.39,1,1,17.857,-0.67857,4.9,2.1,-2.3373,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.1
1477,11642,2450,331,2450,310,2400,311,2401,332,2425.1,320.71,1,1,17.643,-0.75,4.9,2.1,-1.1575,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.2
1477,11643,2468,330,2468,308,2418,310,2418,332,2442.8,319.96,1,1,17.607,-0.75,4.9,2.1,-2.2906,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.3
1477,11644,2486,329,2485,308,2434,309,2435,330,2460.4,319.21,1,1,17.714,-0.78571,4.9,2.1,-1.1233,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.4
1477,11645,2504,328,2503,307,2453,309,2454,330,2478.1,318.43,1,1,17.607,-0.78571,4.9,2.1,-2.2906,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.5
1477,11646,2521,328,2520,306,2471,308,2471,329,2495.7,317.64,1,1,17.5,-0.75,4.9,2.1,-1.7415,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.6
1477,11647,2538,327,2537,305,2488,306,2489,329,2513.2,316.89,1,1,17.536,-0.71429,4.9,2.1,-1.7532,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.7
1477,11648,2556,326,2555,304,2506,306,2507,328,2530.7,316.18,1,1,17.357,-0.82143,4.9,2.1,-2.3373,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.8
1477,11649,2574,325,2573,303,2523,306,2524,328,2548.1,315.36,1,1,17.393,-0.75,4.9,2.1,-3.4336,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,4.9
1477,11650,2591,325,2590,303,2540,305,2541,326,2565.5,314.61,1,1,17.393,-0.67857,4.9,2.1,-1.7182,3,1,1477,11532,11609,11600,2,3,2->3,11550,11650,5.0
1501,11736,216,411,215,388,158,389,158,411,186.96,399.89,1,1,21.607,-0.035714,5.0,2.1,-0.50254,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-5.0
1501,11737,238,411,237,389,180,389,180,411,208.57,399.86,1,1,21.643,-0.10714,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.9
1501,11738,259,412,259,389,202,388,202,411,230.21,399.75,1,1,21.464,-0.10714,5.0,2.1,1.0051,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.8
1501,11739,280,410,280,388,223,389,223,411,251.68,399.64,1,1,21.607,-0.14286,5.0,2.1,-1.0051,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.7
1501,11740,302,411,302,388,245,389,245,411,273.29,399.5,1,1,21.464,-0.17857,5.0,2.1,-0.50254,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.6
1501,11741,324,411,324,388,266,388,266,411,294.75,399.32,1,1,21.357,-0.25,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.5
1501,11742,344,410,345,388,287,388,287,410,316.11,399.07,1,1,21.429,-0.21429,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.4
1501,11743,366,410,366,387,310,388,310,410,337.54,398.86,1,1,21.357,-0.32143,5.0,2.1,-0.51152,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.3
1501,11744,387,410,387,388,331,387,331,410,358.89,398.54,1,1,21.357,-0.28571,5.0,2.1,0.51152,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.2
1501,11745,408,409,408,387,352,387,352,410,380.25,398.25,1,1,21.429,-0.28571,5.0,2.1,-0.51152,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.1
1501,11746,429,409,429,387,374,387,374,409,401.68,397.96,1,1,21.214,-0.25,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-4.0
1501,11747,451,409,451,386,395,386,395,409,422.89,397.71,1,1,21.214,-0.32143,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.9
1501,11748,472,409,472,386,417,386,417,409,444.11,397.39,1,1,21.214,-0.25,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.8
1501,11749,493,409,494,386,438,385,438,408,465.32,397.14,1,1,21.214,-0.28571,5.0,2.1,1.0323,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.7
1501,11750,514,409,514,385,459,385,459,409,486.54,396.86,1,1,21.214,-0.14286,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.6
1501,11751,535,408,535,385,480,385,480,408,507.75,396.71,1,1,21.036,-0.35714,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.5
1501,11752,556,408,556,385,501,385,501,408,528.79,396.36,1,1,21.071,-0.32143,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.4
1501,11753,578,407,578,384,522,385,522,408,549.86,396.04,1,1,21.143,-0.35714,5.0,2.1,-1.023,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.3
1501,11754,599,408,599,385,544,385,544,408,571.0,395.68,1,1,21.071,-0.28571,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.2
1501,11755,619,406,619,383,564,384,565,407,592.07,395.39,1,1,21.107,-0.39286,5.0,2.1,-1.0513,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.1
1501,11756,641,406,640,383,586,383,586,407,613.18,395.0,1,1,21.071,-0.32143,5.0,2.1,-0.52081,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-3.0
1501,11757,662,406,662,383,607,383,607,406,634.25,394.68,1,1,21.0,-0.5,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.9
1501,11758,682,406,682,383,628,383,628,406,655.25,394.18,1,1,21.036,-0.21429,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.8
1501,11759,704,405,703,382,649,382,649,406,676.29,393.96,1,1,21.0,-0.25,5.0,2.1,-0.52081,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.7
1501,11760,725,406,725,382,670,382,670,405,697.29,393.71,1,1,20.964,-0.28571,5.0,2.1,0.52081,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.6
1501,11761,745,405,745,381,692,381,692,405,718.25,393.43,1,1,21.071,-0.28571,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.5
1501,11762,766,405,766,382,712,382,712,405,739.32,393.14,1,1,21.036,-0.32143,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.4
1501,11763,787,405,787,382,734,381,733,404,760.36,392.82,1,1,21.0,-0.32143,5.0,2.1,1.0709,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.3
1501,11764,807,404,808,381,755,381,755,404,781.36,392.5,1,1,20.964,-0.28571,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.2
1501,11765,829,404,829,381,776,381,776,404,802.32,392.21,1,1,21.0,-0.42857,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.1
1501,11766,850,403,850,380,797,380,797,403,823.32,391.79,1,1,21.036,-0.42857,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-2.0
1501,11767,871,403,871,380,818,380,818,403,844.36,391.36,1,1,20.893,-0.42857,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.9
1501,11768,892,403,892,380,839,379,838,402,865.25,390.93,1,1,20.821,-0.46429,5.0,2.1,1.0709,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.8
1501,11769,913,402,913,379,859,379,859,402,886.07,390.46,1,1,20.786,-0.39286,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.7
1501,11770,935,401,935,379,880,379,880,401,906.86,390.07,1,1,20.714,-0.42857,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.6
1501,11771,954,401,954,378,901,378,901,401,927.57,389.64,1,1,20.75,-0.35714,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.5
1501,11772,975,401,974,377,922,378,922,401,948.32,389.29,1,1,20.643,-0.39286,5.0,2.1,-0.55085,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.4
1501,11773,996,401,996,377,942,377,942,400,968.96,388.89,1,1,20.571,-0.35714,5.0,2.1,0.53046,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.3
1501,11774,1016,400,1016,377,963,377,963,400,989.54,388.54,1,1,20.5,-0.42857,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.2
1501,11775,1037,400,1037,377,984,377,984,400,1010.0,388.11,1,1,20.464,-0.35714,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.1
1501,11776,1057,399,1057,376,1004,377,1004,399,1030.5,387.75,1,1,20.429,-0.35714,5.0,2.1,-0.54046,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-1.0
1501,11777,1078,399,1078,376,1025,376,1025,399,1050.9,387.39,1,1,20.25,-0.39286,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-0.9
1501,11778,1098,398,1098,375,1044,375,1044,398,1071.2,387.0,1,1,20.143,-0.5,5.0,2.1,0.0,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-0.8
1501,11779,1118,398,1118,375,1065,376,1065,398,1091.3,386.5,1,1,20.143,-0.46429,5.0,2.1,-0.54046,1,1,1501,11739,11818,11786,1,2,1->2,11736,11836,-0.7
